NAME,neighbourhood_group,lat,long,cancellation_policy,room type,price,service fee,number of reviews,review rate number
Sonder | Stock Exchange | Lively Studio + Kitchen,Manhattan,40.70714,-74.01225,strict,Entire home/apt,934.0,187.0,7,3.0
BRAND NEW ONE BED ROOM APARTMENT BY THE BARCLAYS!,Brooklyn,40.65928,-73.93926,flexible,Entire home/apt,851.0,170.0,20,2.0
Luxurious Clean  room 10 min away from Manhattan,Queens,40.73731,-73.9345,moderate,Private room,908.0,182.0,33,3.0
"STUNNING, HUGE 1 bed apartment, steps from train!",Manhattan,40.84434,-73.94229,flexible,Entire home/apt,900.0,180.0,18,3.0
Financial District Luxury Experience,Manhattan,40.70932,-74.00536,moderate,Private room,349.0,70.0,2,3.0
"Clean and Cozy Private Room in Inwood, Manhattan",Manhattan,40.8677,-73.9225,strict,Private room,214.0,43.0,4,1.0
Modern Loft Style Apt in trendy Brooklyn,Brooklyn,40.73693,-73.95507,flexible,Entire home/apt,567.0,113.0,28,1.0
1.5 bedroom in Williamsburg,Brooklyn,40.711,-73.95827,moderate,Entire home/apt,239.0,48.0,1,5.0
"Private Clean, Spacious Room in West Harlem!",Manhattan,40.82781,-73.94405,moderate,Private room,558.0,112.0,26,2.0
One bedroom suite in Classic NYC Brownstone,Manhattan,40.80855,-73.93788,flexible,Private room,397.0,79.0,1,3.0
"Cozy cottage LGA/ JFK白石镇温馨小屋,近LGA/JFK机场，停车方便,独立卫生间",Queens,40.78205,-73.8208,strict,Private room,909.0,182.0,8,4.0
"Luxurious beds in a simple, clean, cozy home",Queens,40.76066,-73.91519,flexible,Entire home/apt,772.0,154.0,94,4.0
Brooklyn Palace,Brooklyn,40.61802,-73.92866,moderate,Private room,399.0,80.0,13,5.0
Lovely room(s) in Brooklyn brownstone w/ backyard,Brooklyn,40.68293,-73.95458,moderate,Private room,774.0,155.0,2,3.0
Charming Union Sq Studio w/Elevator - deep cleaned,Manhattan,40.73239,-73.98575,flexible,Entire home/apt,767.0,153.0,373,3.0
"Access to public transportation
Near shopping area",Brooklyn,40.61326,-73.94742,moderate,Private room,133.0,27.0,8,3.0
Spacious Brooklyn Brownstone Apt.,Brooklyn,40.68533,-73.95086,flexible,Entire home/apt,306.0,61.0,26,3.0
Penthouse in FiDi,Manhattan,40.70542,-74.00678,strict,Private room,328.0,66.0,3,4.0
Classic Chic West Village Getaway,Manhattan,40.73144,-74.00523,flexible,Entire home/apt,412.0,82.0,4,3.0
Charming Williamsburg 1 Bedroom,Brooklyn,40.70649,-73.94505,moderate,Entire home/apt,769.0,154.0,11,4.0
both world getting to the city and safe place,Bronx,40.8358,-73.85833,strict,Shared room,359.0,72.0,4,5.0
New! The most beautiful place with ocean,Brooklyn,40.57593,-74.01017,strict,Entire home/apt,216.0,43.0,2,2.0
Bedroom in Chinatown/Little Italy,Manhattan,40.7183,-73.99761,flexible,Private room,685.0,137.0,3,2.0
Cozy 2-Bedroom Loft Blocks away to Apollo Theater,Manhattan,40.80529,-73.94718,flexible,Entire home/apt,261.0,52.0,1,2.0
Private Spacious Apt and Garden- your Urban Oasis!,Brooklyn,40.67482,-73.92717,flexible,Entire home/apt,547.0,109.0,100,3.0
"Quiet room in Greenpoint, Brooklyn",Brooklyn,40.72784,-73.94937,moderate,Private room,687.0,137.0,1,5.0
"Private Cozy, Comfy & Bright Room!",Manhattan,40.79639,-73.9347,moderate,Private room,202.0,40.0,3,2.0
Bay Ridge House near park and water,Brooklyn,40.63936,-74.03164,flexible,Entire home/apt,278.0,56.0,2,2.0
Garden Rowhouse Duplex-2 bd/3 bth,Manhattan,40.80108,-73.94346,flexible,Entire home/apt,418.0,84.0,60,1.0
Bedroom (double bed) in a 5BR Apartment,Brooklyn,40.71387,-73.94378,moderate,Private room,83.0,17.0,1,4.0
"Sunny, spacious  Brooklyn apt - solo woman only",Brooklyn,40.64635,-73.95474,strict,Shared room,781.0,156.0,3,2.0
Large 2BR Apt in Brownstone,Brooklyn,40.68673,-73.96252,flexible,Entire home/apt,996.0,199.0,267,2.0
The Hub for Two,Brooklyn,40.68459,-73.93985,strict,Entire home/apt,768.0,154.0,127,4.0
Small Artsy Room in HEART OF BROOKLYN,Brooklyn,40.72351,-73.94241,moderate,Private room,886.0,177.0,3,4.0
Central Contemporary Oasis,Queens,40.73615,-73.85953,flexible,Entire home/apt,354.0,71.0,29,5.0
Fantastic Midtown Elegance,Manhattan,40.75316,-73.97099,moderate,Entire home/apt,405.0,81.0,15,2.0
Newly renovated 1-bm apt with a wooden deck.,Queens,40.76802,-73.91815,strict,Entire home/apt,454.0,91.0,45,5.0
"Lovely, light-filled Bushwick flat",Brooklyn,40.70741,-73.92239,flexible,Private room,122.0,24.0,2,1.0
Beautiful Apartment in the heart of Brooklyn,Brooklyn,40.68,-73.95526,strict,Private room,114.0,23.0,5,2.0
Beautiful 2BR Bed Stuy Apartment,Brooklyn,40.67917,-73.94624,moderate,Entire home/apt,732.0,146.0,3,5.0
1 Bedrom Apt(One Block From Subway),Brooklyn,40.67695,-73.91567,moderate,Entire home/apt,318.0,64.0,96,4.0
1 Bedroom in a 4 Bedroom Apartment,Manhattan,40.8244,-73.944,moderate,Private room,981.0,196.0,1,3.0
Ensuite in Duplex Brownstone with Private Terrace!,Manhattan,40.82435,-73.94507,flexible,Private room,283.0,57.0,28,5.0
NYC Loft Living Close to Everything!,Manhattan,40.7605,-73.96053,flexible,Entire home/apt,208.0,42.0,4,1.0
CentralPark/ Upper west /Columbia University,Manhattan,40.80007,-73.95981,flexible,Entire home/apt,192.0,38.0,27,3.0
Brand New Brooklyn 1.5 Bedroom in Hip Greenpoint,Brooklyn,40.72883,-73.96002,flexible,Entire home/apt,820.0,164.0,2,4.0
LaGuardia Room with Private Entrance(2)!,Queens,40.75819,-73.87504,flexible,Private room,830.0,166.0,209,2.0
JFK AIRPORT DELIGHT,Queens,40.67355,-73.7834,moderate,Private room,525.0,105.0,19,4.0
Sunny One Bedroom-Amazing Location,Manhattan,40.74302,-74.00015,moderate,Entire home/apt,902.0,180.0,12,2.0
Sunny furnished room in the heart of Bushwick,Brooklyn,40.70709,-73.92071,flexible,Private room,118.0,24.0,3,5.0
"Quiet, newly renovated 2 Bedroom, Great Location",Manhattan,40.82025,-73.95206,moderate,Entire home/apt,932.0,186.0,5,3.0
Bushwick gem with private garden patio.,Brooklyn,40.70451,-73.92062,flexible,Entire home/apt,618.0,124.0,32,4.0
City Charm Cozy Suite,Manhattan,40.82374,-73.95449,moderate,Private room,722.0,144.0,19,3.0
Private Bathroom & Bedroom in Williamsburg,Brooklyn,40.71954,-73.94329,flexible,Private room,355.0,71.0,5,5.0
Modern & Renovated | Great Location,Manhattan,40.77085,-73.95725,strict,Entire home/apt,211.0,42.0,4,1.0
Beautiful Studio Steps from Subway (BLUE),Brooklyn,40.64051,-73.96427,moderate,Entire home/apt,607.0,121.0,5,5.0
Beautiful Williamsburg townhouse on a park.,Brooklyn,40.7154,-73.93866,strict,Entire home/apt,478.0,96.0,6,1.0
Luxury Private Room With A View!,Brooklyn,40.69283,-73.98061,strict,Private room,105.0,21.0,6,3.0
Split level Front walk-in Apartment,Queens,40.76276,-73.86889,moderate,Private room,457.0,91.0,6,3.0
Large Room with own entrance: Brooklyn&Breakfast,Brooklyn,40.67887,-73.97006,flexible,Private room,557.0,111.0,64,1.0
THE HEART OF NYC CLEAN/SAFE/COZY 3BED/2BATH BY LGA,Queens,40.766327,-73.870796,moderate,Entire home/apt,54.0,11.0,24,2.0
Cozy Studio Home on the UWS!,Manhattan,40.80383,-73.96793,strict,Entire home/apt,876.0,175.0,1,4.0
"Bright, Clean and Modern Williamsburg Studio",Brooklyn,40.71747,-73.96142,strict,Entire home/apt,976.0,195.0,4,3.0
"Private, cozy room near major trains",Brooklyn,40.6812,-73.91148,moderate,Private room,513.0,103.0,102,3.0
4C Great One Bedroom next to Central Park,Manhattan,40.79428,-73.94366,moderate,Entire home/apt,884.0,177.0,1,3.0
Cozy-Clean Rm near PPark! Ideal for long stays!,Brooklyn,40.65209,-73.95599,flexible,Private room,182.0,36.0,5,3.0
"Private, Cozy, Safe, Two Blocks from L Train",Brooklyn,40.70519,-73.93418,flexible,Private room,133.0,27.0,1,3.0
15 min to Manhattan ENTIRE 1 big Br. APARTMENT,Queens,40.74701,-73.89395,strict,Entire home/apt,900.0,180.0,8,2.0
Comfy Brownstone Room in Brooklyn,Brooklyn,40.69032,-73.93699,moderate,Private room,494.0,99.0,5,4.0
Artsy Loft In Prime Location,Brooklyn,40.70521,-73.93623,strict,Private room,615.0,123.0,2,1.0
"SPACIOUS PRIVATE ROOM!!!, 30 mins to Manhattan",Brooklyn,40.62763,-73.96342,strict,Private room,301.0,60.0,27,4.0
Well connected private room,Brooklyn,40.70627,-73.94947,flexible,Private room,708.0,142.0,17,3.0
NYC Large private bedroom & bathroom,Queens,40.77329,-73.91183,moderate,Entire home/apt,508.0,102.0,3,4.0
Large bright room in the heart of Bushwick,Brooklyn,40.70134,-73.92111,moderate,Private room,628.0,126.0,1,2.0
Fully Private Two-Bedroom Duplex House,Brooklyn,40.64333,-73.92526,moderate,Entire home/apt,276.0,55.0,4,4.0
Modern bedroom in Brooklyn5 min from train station,Brooklyn,40.67574,-73.90565,strict,Private room,863.0,173.0,28,5.0
#1 Shared ROOM 4YOU for 6 guests,Brooklyn,40.66738,-73.93669,flexible,Shared room,374.0,75.0,1,2.0
Bed-Stuy Modern and Minimal,Brooklyn,40.68851,-73.95174,strict,Private room,172.0,34.0,3,4.0
420 FRIENDLY BACKYARD PARTY EXPERIENCE ONLY,Brooklyn,40.682,-73.91572,moderate,Private room,900.0,180.0,4,4.0
Surrealist Luxury Loft,Manhattan,40.74903,-73.99198,moderate,Entire home/apt,474.0,95.0,21,5.0
Sunny Williamsburg apartment,Brooklyn,40.71147,-73.95312,strict,Entire home/apt,235.0,47.0,2,2.0
Great Modern Studio in Chelsea!,Manhattan,40.74066,-73.99895,strict,Entire home/apt,68.0,14.0,132,5.0
Brand New Chic Building-Fort Greene,Brooklyn,40.68766,-73.97837,flexible,Private room,478.0,96.0,1,5.0
1 Room In 2 Bedroom Apt Doorman BLDG With Elevator,Manhattan,40.84889,-73.93523,strict,Private room,115.0,23.0,90,3.0
Brand new 1Bedroom apartment with private terrace,Queens,40.75041,-73.93761,strict,Entire home/apt,457.0,91.0,1,5.0
Industrial Brooklyn Duplex w/ Rooftops!,Brooklyn,40.67436,-73.9551,moderate,Entire home/apt,628.0,126.0,6,3.0
COZY PRIVATE STUDIO WITH GARDEN CLOSE TO MANHATTAN,Brooklyn,40.67379,-73.95726,strict,Entire home/apt,796.0,159.0,7,4.0
Big Blue House in the Bronx,Bronx,40.89124,-73.83423,strict,Entire home/apt,412.0,82.0,59,4.0
"Bedroom, balcony and best of NY.",Brooklyn,40.71613,-73.95336,strict,Private room,881.0,176.0,1,3.0
Welcome to Woodside!,Queens,40.74218,-73.90403,moderate,Private room,165.0,33.0,1,5.0
Cozy Lower East Side 1br w/ patio. GREAT LOCATION!,Manhattan,40.71929,-73.98618,moderate,Entire home/apt,411.0,82.0,24,4.0
West Chelsea Apt! AMAZING Location!,Manhattan,40.74765,-74.0042,flexible,Entire home/apt,690.0,138.0,6,1.0
Room with Private Bathroom near Times Square,Manhattan,40.75895,-73.99509,moderate,Private room,396.0,79.0,1,3.0
Roomy bedroom in Spacious Chelsea Loft!,Manhattan,40.74337,-73.99362,moderate,Private room,756.0,151.0,19,5.0
Cozy & Elegant 1 bedroom,Manhattan,40.75574,-73.99723,strict,Private room,679.0,136.0,16,2.0
Luxury Modern Studio in the heart of Brooklyn,Brooklyn,40.59224,-73.94961,flexible,Entire home/apt,811.0,162.0,3,5.0
Brownstone Apt with Sunny Garden,Brooklyn,40.68652,-73.95031,strict,Entire home/apt,873.0,175.0,60,2.0
Spacious Comfortable Room Located In East Flatbush,Brooklyn,40.63345,-73.94536,flexible,Private room,701.0,140.0,4,4.0
SPECIAL SAFE OASIS: Luxury Apt w/ great amenities,Brooklyn,40.58093,-73.93811,strict,Entire home/apt,619.0,124.0,151,3.0
Comfortable quiet rooms available near restaurants,Brooklyn,40.65477,-73.93344,flexible,Shared room,209.0,42.0,1,4.0
NYC Weekend Getaway in the Upper East Side,Manhattan,40.76863,-73.95786,flexible,Private room,651.0,130.0,3,5.0
Hello Brooklyn! Stylish home in the heart of BK,Brooklyn,40.6332,-73.94267,flexible,Entire home/apt,590.0,118.0,8,3.0
Artistic Union sq duplex + private roof top NYC,Manhattan,40.73795,-74.00139,moderate,Entire home/apt,586.0,117.0,7,5.0
Gorgeous Apartment in a Historic Brownstone,Brooklyn,40.67672,-73.94856,strict,Entire home/apt,581.0,116.0,4,2.0
Bedroom w/ living room in heart of Crown Heights,Brooklyn,40.67302,-73.94815,moderate,Private room,881.0,176.0,10,1.0
"Cute and cozy, great downtown Manhattan location!",Manhattan,40.71483,-73.99801,flexible,Shared room,544.0,109.0,7,3.0
Spacious 1.5BR Midtown Manhattan w DM,Manhattan,40.76144,-73.96771,strict,Entire home/apt,769.0,154.0,9,3.0
Shoreham Hotel - Touchless Comfortable Studio in the heart of NYC,Manhattan,40.76229,-73.97755,strict,Entire home/apt,796.0,159.0,6,4.0
法拉盛中心一房新公寓。9楼带阳台，近一切。限一人。,Queens,40.75344,-73.82081,strict,Entire home/apt,558.0,112.0,2,2.0
Private room in 3 bedroom apartment Bed Stuy,Brooklyn,40.68905,-73.92685,flexible,Private room,252.0,50.0,8,5.0
Private bedroom w/ pvt entrance near Times Sq. 52E,Manhattan,40.75577,-73.99687,moderate,Private room,238.0,48.0,3,4.0
a room in Clinton Hill,Brooklyn,40.68231,-73.96658,moderate,Private room,574.0,115.0,1,4.0
25 mins NYC Beautiful 2 Bedroom close to all,Staten Island,40.62859,-74.07695,strict,Entire home/apt,269.0,54.0,25,4.0
The home of love 2,Brooklyn,40.64528,-74.00465,strict,Private room,800.0,160.0,34,3.0
"Sunny 3 BR with 9ft ceiling, 20min to Manhattan",Brooklyn,40.69428,-73.94891,flexible,Entire home/apt,116.0,23.0,27,2.0
Short Stay Suite for 30+days,Brooklyn,40.63322,-73.94087,strict,Entire home/apt,301.0,60.0,35,4.0
Historic classic central cozy Village clean NYU,Manhattan,40.73631,-73.99977,moderate,Entire home/apt,613.0,123.0,66,5.0
Great Apartment close to Time Square,Manhattan,40.75612,-73.99263,flexible,Entire home/apt,929.0,186.0,1,3.0
TimeSquare High-level modern apartment 1BDR!,Manhattan,40.76113,-73.98557,moderate,Private room,124.0,25.0,1,3.0
"LUXURY apt, INCREDIBLE location, PERFECT stay!",Manhattan,40.79229,-73.97308,strict,Entire home/apt,373.0,75.0,29,2.0
Bright & quiet 2 bedroom brownstone,Brooklyn,40.67895,-73.97233,moderate,Entire home/apt,804.0,161.0,5,3.0
"Quaint, beautiful studio Brooklyn",Brooklyn,40.68468,-73.99145,moderate,Entire home/apt,370.0,74.0,94,1.0
Brooklyn Cozy Garden Apt,Brooklyn,40.67994,-73.94318,moderate,Private room,638.0,128.0,26,1.0
"Modern Room with Private Bathroom, 10Mins from JFK",Queens,40.66598,-73.85381,strict,Private room,234.0,47.0,3,2.0
Modern Clinton Hill Condo (Steps from the Subway),Brooklyn,40.68718,-73.95984,moderate,Entire home/apt,812.0,162.0,19,3.0
Prime Brand New 1 bed!5206,Manhattan,40.74962,-73.97431,strict,Entire home/apt,898.0,180.0,2,3.0
BEDROOM IN WILLIAMSBURG BROOKLYN,Brooklyn,40.72038,-73.94106,moderate,Private room,672.0,134.0,6,4.0
Sunny Loft Apartment 5 min. Walk to Pratt! #01401,Brooklyn,40.68986,-73.95892,flexible,Entire home/apt,144.0,29.0,42,4.0
"Ideal Brooklyn Room, Spacious Apartment w/Garden",Brooklyn,40.69495,-73.92075,moderate,Private room,455.0,91.0,9,2.0
Williamsburg Oasis,Brooklyn,40.71782,-73.95013,strict,Private room,825.0,165.0,5,4.0
Brooklyn Sanctuary: Sunny Studio in Carrol Gardens,Brooklyn,40.68502,-74.0051,flexible,Entire home/apt,117.0,23.0,4,5.0
Tiny (but comfy!) Private room Manhattan,Manhattan,40.84344,-73.93922,flexible,Private room,740.0,148.0,21,5.0
"Private comfortable bedroom,  25min to TimeSquare",Queens,40.71952,-73.85839,moderate,Private room,525.0,105.0,14,3.0
"Smart UES Studio w/ Doorman, Gym and Pool #6126",Manhattan,40.78485,-73.95061,flexible,Entire home/apt,735.0,147.0,9,3.0
1BR apartment at the Upper East,Manhattan,40.7816,-73.94505,flexible,Entire home/apt,824.0,165.0,10,3.0
"Sunny, Corner Studio by McCarren Park",Brooklyn,40.71961,-73.95429,moderate,Entire home/apt,412.0,82.0,47,5.0
Room in 2BR in Morningside Heights,Manhattan,40.80268,-73.96684,strict,Private room,818.0,164.0,2,5.0
New Chic Designer's Bedroom,Manhattan,40.71313,-73.98665,strict,Private room,636.0,127.0,48,3.0
2 bedrooms apto in Williamsburg prime location,Brooklyn,40.71428,-73.93907,flexible,Entire home/apt,423.0,85.0,4,2.0
Awesome Cozy Room in The Heart of Astoria!,Queens,40.77786,-73.90819,strict,Private room,517.0,103.0,36,5.0
"Midtown Steal by Rockefeller Center, Central Park",Manhattan,40.75563,-73.97147,flexible,Private room,414.0,83.0,76,3.0
"5 Star Quiet, Spacious Condo. Freedom Tower view",Manhattan,40.71085,-74.0158,flexible,Entire home/apt,850.0,170.0,20,2.0
"Large, 2fl/2bdrm Williamsburg Apt",Brooklyn,40.70771,-73.94344,flexible,Entire home/apt,445.0,89.0,13,1.0
Cozy 1 Bedroom apt right by park!,Brooklyn,40.66141,-73.9615,strict,Entire home/apt,637.0,127.0,1,5.0
"sunny room, 2 mins to subway & 15mins to Manhattan",Queens,40.74712,-73.89329,strict,Private room,642.0,128.0,19,3.0
Renovated apartment of a young business traveller,Manhattan,40.80246,-73.96741,moderate,Private room,161.0,32.0,1,5.0
"Private, Comfy, Cozy, Brooklyn close to Manhattan",Brooklyn,40.6836,-73.95445,strict,Entire home/apt,295.0,59.0,235,4.0
"Sanctuary Oasis, Midtown Manhattan",Manhattan,40.74123,-73.97731,strict,Entire home/apt,817.0,163.0,2,1.0
"Clean, Comfortable, Convenient",Manhattan,40.75155,-73.97021,flexible,Entire home/apt,770.0,154.0,2,5.0
"Park Avenue midtown apartment, walk to everything",Manhattan,40.74836,-73.9807,flexible,Shared room,845.0,169.0,12,2.0
Cozy E. Williamsburg 3-bedroom apt! (Bedroom 2),Brooklyn,40.70742,-73.93754,flexible,Private room,822.0,164.0,1,2.0
Spacious & Clean Apartment + Patio. Close to metro,Brooklyn,40.69295,-73.90792,flexible,Entire home/apt,705.0,141.0,102,4.0
Large private room with Work station and loveseat🏖,Bronx,40.81533,-73.86377,strict,Private room,883.0,177.0,6,2.0
Entire Spacious Studio in the heart of Bushwick,Brooklyn,40.70541,-73.92392,flexible,Entire home/apt,55.0,11.0,12,3.0
"Private Modern room, stained glass view",Manhattan,40.80256,-73.94524,moderate,Private room,644.0,129.0,27,5.0
Large 1 bedroom,Manhattan,40.74438,-73.97965,flexible,Entire home/apt,369.0,74.0,1,2.0
"Entire 1st floor, Easy commute to Manhattan",Brooklyn,40.69295,-73.93685,moderate,Entire home/apt,674.0,135.0,8,2.0
Large/Bright room in vibrant East village,Manhattan,40.72507,-73.97667,flexible,Private room,203.0,41.0,17,1.0
Roomy and quiet Furnished 1 bedroom apartment,Manhattan,40.74312,-73.97889,moderate,Entire home/apt,471.0,94.0,9,2.0
LeOcean Suites...Stunning & Cozy - 2 bedrooms,Queens,40.59659,-73.74998,flexible,Entire home/apt,975.0,195.0,2,3.0
"Spacious, Cozy Upper East Side Apt",Manhattan,40.77673,-73.95078,moderate,Private room,819.0,164.0,7,3.0
Large 3 BR In LIC/Astoria- 2 Blocks From Subway,Queens,40.76061,-73.92812,strict,Entire home/apt,818.0,164.0,14,3.0
"lovely 
studio with 1bedroom
10 min to jfk",Queens,40.68891,-73.78769,flexible,Entire home/apt,454.0,91.0,6,2.0
Historic room in renovated brownstone,Brooklyn,40.68473,-73.946,strict,Private room,652.0,130.0,110,1.0
Newly renovated Spacious 4 bedroom flat!,Brooklyn,40.67815,-73.86584,flexible,Entire home/apt,985.0,197.0,2,5.0
Private Bedroom + Shared House,Brooklyn,40.65958,-73.91113,moderate,Private room,459.0,92.0,7,3.0
"Central, clean & cozy private 1-bedroom apartment",Queens,40.67624542,-73.73878042,strict,Entire home/apt,321.0,64.0,9,5.0
Sky View beautiful apt in Williamsburg New York,Brooklyn,40.71232,-73.9422,strict,Entire home/apt,431.0,86.0,1,3.0
"Brand New Modern Luxury Apt, Room B",Brooklyn,40.65477,-74.001,flexible,Private room,337.0,67.0,32,3.0
"Clean, Comfortable, Sunny Room 5 Min from LGA",Queens,40.77429,-73.92123,strict,Private room,149.0,30.0,8,2.0
Queen of Bed Stuy,Brooklyn,40.69071,-73.93676,strict,Private room,636.0,127.0,19,3.0
Luxury Coliving Space in Williamsburg,Brooklyn,40.71189,-73.93881,moderate,Private room,653.0,131.0,3,4.0
Cozy room near Times Square,Manhattan,40.75703,-73.99371,strict,Private room,978.0,196.0,130,2.0
Private Bedroom in Beautiful Astoria Apt,Queens,40.76386,-73.91475,flexible,Private room,732.0,146.0,3,3.0
"Spacious, comfortable, UES private room",Manhattan,40.7673,-73.96043,flexible,Private room,198.0,40.0,1,2.0
Beautiful Room/20 min downtown NYC,Manhattan,40.86836,-73.92827,strict,Private room,116.0,23.0,38,5.0
Elegant Private Bedroom Rental|Bushwick Brooklyn,Brooklyn,40.68897,-73.91713,flexible,Private room,563.0,113.0,1,3.0
The Zen Home,Queens,40.76623,-73.91243,moderate,Private room,998.0,200.0,9,4.0
Family friendly Williamsburg Apt for Vacation!,Brooklyn,40.71121,-73.94669,strict,Entire home/apt,855.0,171.0,7,3.0
LUXURY APARTMENT 5 MIN TO LGA 20 TO JFK,Queens,40.75765,-73.89725,moderate,Entire home/apt,616.0,123.0,62,1.0
Sunny+ Modern Brooklyn apartment,Brooklyn,40.71998,-73.94216,moderate,Entire home/apt,902.0,180.0,3,4.0
Spacious apt [RARE] in NYC - heart of Astoria,Queens,40.76558,-73.91721,moderate,Entire home/apt,765.0,153.0,5,4.0
Entire 1 or 2 Bedroom Apt.,Queens,40.76282,-73.86856,moderate,Entire home/apt,493.0,99.0,43,2.0
Spacious Renovated Duplex in Central Harlem,Manhattan,40.80486,-73.94889,strict,Entire home/apt,110.0,22.0,2,3.0
